truck_strategy,break_width,num_firetruck,max_speed,wind_dir,steps_to_extinguishment,placed_on_edges,Number_of_steps_to_ExtinguishFire,Number_of_extinguished_firecell,Number_of_burned_out_cell,Number_of_cells_on_fire,Maximum_growthrate_firecell_perstep,Maximum_extinguishedrate_firecell_perstep,Count_healthy_trees,Count_unhealthy_trees,Percentage_damaged_burnedtrees
Optimized Parallel attack,0,10,25,↙ South/West,1,1,6.0,7.2727272727272725,1.0,8.272727272727273,4.090909090909091,6.7272727272727275,6396.181818181818,3.8181818181818183,0.04772727272727273
Optimized Parallel attack,0,10,25,↙ South/West,2,0,6.090909090909091,6.2727272727272725,1.0,7.2727272727272725,3.1818181818181817,4.181818181818182,6397.454545454545,2.5454545454545454,0.03181818181818182
Optimized Parallel attack,0,10,25,↙ South/West,2,1,6.0,6.7272727272727275,1.0,7.7272727272727275,3.6363636363636362,5.636363636363637,6396.727272727273,3.272727272727273,0.04090909090909091
Optimized Parallel attack,0,10,25,↙ South/West,6,0,83.63636363636364,100.63636363636364,2738.2727272727275,2838.909090909091,26.181818181818183,7.454545454545454,3568.3636363636365,2831.6363636363635,35.39545454545455
Optimized Parallel attack,0,10,25,↙ South/West,6,1,81.0,94.63636363636364,2745.2727272727275,2839.909090909091,28.636363636363637,7.363636363636363,3566.181818181818,2833.818181818182,35.42272727272727
Optimized Parallel attack,0,10,30,↖ North/West,1,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.3636363636363638,2.4545454545454546,6398.727272727273,1.2727272727272727,0.015909090909090907
Optimized Parallel attack,0,10,30,↖ North/West,1,1,6.0,6.818181818181818,1.0,7.818181818181818,3.909090909090909,6.2727272727272725,6396.545454545455,3.4545454545454546,0.04318181818181818
Optimized Parallel attack,0,10,30,↖ North/West,2,0,6.0,4.636363636363637,1.0,5.636363636363637,3.1818181818181817,3.909090909090909,6398.090909090909,1.9090909090909092,0.023863636363636365
Optimized Parallel attack,0,10,30,↖ North/West,2,1,6.545454545454546,10.454545454545455,1.0909090909090908,11.545454545454545,4.090909090909091,6.454545454545454,6394.454545454545,5.545454545454546,0.06931818181818182
Optimized Parallel attack,0,10,30,↖ North/West,6,0,80.27272727272727,92.9090909090909,2780.818181818182,2873.7272727272725,25.90909090909091,7.7272727272727275,3532.2727272727275,2867.7272727272725,35.84659090909091
Optimized Parallel attack,0,10,30,↖ North/West,6,1,86.36363636363636,108.45454545454545,2836.2727272727275,2944.7272727272725,26.818181818181817,7.090909090909091,3462.181818181818,2937.818181818182,36.72272727272727
Optimized Parallel attack,0,10,30,↗ North/East,1,0,6.0,4.181818181818182,1.0,5.181818181818182,3.0,3.0,6398.909090909091,1.0909090909090908,0.01363636363636364
Optimized Parallel attack,0,10,30,↗ North/East,1,1,6.0,6.909090909090909,1.0,7.909090909090909,3.8181818181818183,6.454545454545454,6396.363636363636,3.6363636363636362,0.045454545454545456
Optimized Parallel attack,0,10,30,↗ North/East,2,0,6.0,5.181818181818182,1.0,6.181818181818182,3.0,3.3636363636363638,6397.909090909091,2.090909090909091,0.026136363636363638
Optimized Parallel attack,0,10,30,↗ North/East,2,1,6.0,7.636363636363637,1.0,8.636363636363637,4.363636363636363,7.0,6396.0,4.0,0.05
Optimized Parallel attack,0,10,30,↗ North/East,6,0,76.0,85.54545454545455,2643.5454545454545,2729.090909090909,25.454545454545453,7.7272727272727275,3676.181818181818,2723.818181818182,34.04772727272727
Optimized Parallel attack,0,10,30,↗ North/East,6,1,84.54545454545455,110.45454545454545,2643.6363636363635,2754.090909090909,25.545454545454547,7.7272727272727275,3653.4545454545455,2746.5454545454545,34.33181818181818
Optimized Parallel attack,0,10,30,↘ South/East,1,0,6.090909090909091,3.5454545454545454,1.0,4.545454545454546,2.4545454545454546,2.4545454545454546,6398.727272727273,1.2727272727272727,0.01590909090909091
Optimized Parallel attack,0,10,30,↘ South/East,1,1,6.0,8.454545454545455,1.0,9.454545454545455,5.0,8.0,6396.0,4.0,0.05
Optimized Parallel attack,0,10,30,↘ South/East,2,0,6.0,4.545454545454546,1.0,5.545454545454546,3.0,3.4545454545454546,6398.363636363636,1.6363636363636365,0.020454545454545454
Optimized Parallel attack,0,10,30,↘ South/East,2,1,6.0,6.7272727272727275,1.0,7.7272727272727275,3.8181818181818183,5.909090909090909,6396.636363636364,3.3636363636363638,0.042045454545454546
Optimized Parallel attack,0,10,30,↘ South/East,6,0,74.45454545454545,86.18181818181819,2470.909090909091,2557.090909090909,23.727272727272727,7.181818181818182,3849.181818181818,2550.818181818182,31.885227272727274
Optimized Parallel attack,0,10,30,↘ South/East,6,1,72.72727272727273,76.54545454545455,2531.2727272727275,2607.818181818182,23.545454545454547,6.090909090909091,3797.6363636363635,2602.3636363636365,32.529545454545456
Optimized Parallel attack,0,10,30,↙ South/West,1,0,6.0,3.3636363636363638,1.0,4.363636363636363,2.6363636363636362,2.6363636363636362,6399.0,1.0,0.0125
Optimized Parallel attack,0,10,30,↙ South/West,1,1,6.0,7.909090909090909,1.0,8.909090909090908,4.636363636363637,7.454545454545454,6396.181818181818,3.8181818181818183,0.04772727272727273
Optimized Parallel attack,0,10,30,↙ South/West,2,0,6.454545454545454,7.818181818181818,1.3636363636363635,9.181818181818182,3.3636363636363638,4.2727272727272725,6395.636363636364,4.363636363636363,0.05454545454545454
Optimized Parallel attack,0,10,30,↙ South/West,2,1,6.0,7.909090909090909,1.0,8.909090909090908,4.454545454545454,6.545454545454546,6396.363636363636,3.6363636363636362,0.045454545454545456
Optimized Parallel attack,0,10,30,↙ South/West,6,0,77.36363636363636,98.36363636363636,2516.5454545454545,2614.909090909091,24.272727272727273,7.2727272727272725,3795.6363636363635,2604.3636363636365,32.554545454545455
Optimized Parallel attack,0,10,30,↙ South/West,6,1,74.9090909090909,94.27272727272727,2487.4545454545455,2581.7272727272725,23.90909090909091,7.454545454545454,3827.818181818182,2572.181818181818,32.15227272727273
Optimized Parallel attack,0,30,15,↖ North/West,1,0,6.0,4.090909090909091,1.0,5.090909090909091,2.3636363636363638,2.4545454545454546,6398.727272727273,1.2727272727272727,0.015909090909090907
Optimized Parallel attack,0,30,15,↖ North/West,1,1,6.0,18.636363636363637,1.0,19.636363636363637,6.454545454545454,15.363636363636363,6387.727272727273,12.272727272727273,0.1534090909090909
Optimized Parallel attack,0,30,15,↖ North/West,2,0,6.0,3.909090909090909,1.0,4.909090909090909,2.4545454545454546,3.0,6398.454545454545,1.5454545454545454,0.01931818181818182
Optimized Parallel attack,0,30,15,↖ North/West,2,1,6.0,18.727272727272727,1.0,19.727272727272727,6.545454545454546,15.272727272727273,6388.636363636364,11.363636363636363,0.14204545454545456
Optimized Parallel attack,0,30,15,↖ North/West,6,0,6.090909090909091,12.181818181818182,1.0,13.181818181818182,4.363636363636363,6.818181818181818,6392.363636363636,7.636363636363637,0.09545454545454546
Optimized Parallel attack,0,30,15,↖ North/West,6,1,8.545454545454545,29.363636363636363,3.4545454545454546,32.81818181818182,7.2727272727272725,10.545454545454545,6378.636363636364,21.363636363636363,0.26704545454545453
Optimized Parallel attack,0,30,15,↗ North/East,1,0,6.0,5.181818181818182,1.0,6.181818181818182,3.1818181818181817,3.4545454545454546,6398.272727272727,1.7272727272727273,0.02159090909090909
Optimized Parallel attack,0,30,15,↗ North/East,1,1,6.0,13.454545454545455,1.0,14.454545454545455,5.636363636363637,9.090909090909092,6391.727272727273,8.272727272727273,0.10340909090909091
Optimized Parallel attack,0,30,15,↗ North/East,2,0,6.0,5.7272727272727275,1.0,6.7272727272727275,3.3636363636363638,4.363636363636363,6397.909090909091,2.090909090909091,0.026136363636363635
Optimized Parallel attack,0,30,15,↗ North/East,2,1,6.090909090909091,16.09090909090909,1.0,17.09090909090909,6.2727272727272725,11.363636363636363,6390.181818181818,9.818181818181818,0.12272727272727271
Optimized Parallel attack,0,30,15,↗ North/East,6,0,7.454545454545454,19.90909090909091,1.6363636363636365,21.545454545454547,4.909090909090909,7.636363636363637,6388.272727272727,11.727272727272727,0.1465909090909091
Optimized Parallel attack,0,30,15,↗ North/East,6,1,8.454545454545455,25.454545454545453,4.545454545454546,30.0,6.636363636363637,8.727272727272727,6381.363636363636,18.636363636363637,0.23295454545454544
Optimized Parallel attack,0,30,15,↘ South/East,1,0,6.0,3.3636363636363638,1.0,4.363636363636363,2.6363636363636362,2.6363636363636362,6398.818181818182,1.1818181818181819,0.014772727272727272
Optimized Parallel attack,0,30,15,↘ South/East,1,1,6.0,16.363636363636363,1.0,17.363636363636363,6.2727272727272725,13.818181818181818,6389.727272727273,10.272727272727273,0.1284090909090909
Optimized Parallel attack,0,30,15,↘ South/East,2,0,6.0,5.2727272727272725,1.0,6.2727272727272725,3.090909090909091,4.2727272727272725,6397.818181818182,2.1818181818181817,0.02727272727272727
Optimized Parallel attack,0,30,15,↘ South/East,2,1,6.090909090909091,17.818181818181817,1.0,18.818181818181817,6.363636363636363,14.636363636363637,6389.0,11.0,0.13749999999999998
Optimized Parallel attack,0,30,15,↘ South/East,6,0,6.2727272727272725,11.636363636363637,1.0,12.636363636363637,4.818181818181818,7.454545454545454,6393.454545454545,6.545454545454546,0.08181818181818182
Optimized Parallel attack,0,30,15,↘ South/East,6,1,8.363636363636363,24.545454545454547,4.2727272727272725,28.818181818181817,6.909090909090909,10.454545454545455,6382.090909090909,17.90909090909091,0.22386363636363635
Optimized Parallel attack,0,30,15,↙ South/West,1,0,6.0,3.272727272727273,1.0,4.2727272727272725,2.6363636363636362,2.8181818181818183,6398.818181818182,1.1818181818181819,0.014772727272727272
Optimized Parallel attack,0,30,15,↙ South/West,1,1,6.0,20.727272727272727,1.0,21.727272727272727,8.181818181818182,20.363636363636363,6386.363636363636,13.636363636363637,0.17045454545454544
Optimized Parallel attack,0,30,15,↙ South/West,2,0,6.0,6.090909090909091,1.0,7.090909090909091,3.4545454545454546,3.727272727272727,6397.636363636364,2.3636363636363638,0.029545454545454545
Optimized Parallel attack,0,30,15,↙ South/West,2,1,6.090909090909091,21.363636363636363,1.0909090909090908,22.454545454545453,8.454545454545455,19.454545454545453,6386.363636363636,13.636363636363637,0.17045454545454544
Optimized Parallel attack,0,30,15,↙ South/West,6,0,6.454545454545454,15.454545454545455,1.0,16.454545454545453,5.2727272727272725,7.7272727272727275,6390.818181818182,9.181818181818182,0.11477272727272726
Optimized Parallel attack,0,30,15,↙ South/West,6,1,8.545454545454545,26.363636363636363,3.909090909090909,30.272727272727273,7.7272727272727275,10.727272727272727,6380.181818181818,19.818181818181817,0.24772727272727274
Optimized Parallel attack,0,30,20,↖ North/West,1,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.6363636363636362,2.8181818181818183,6398.818181818182,1.1818181818181819,0.014772727272727272
Optimized Parallel attack,0,30,20,↖ North/West,1,1,6.0,12.272727272727273,1.0,13.272727272727273,5.454545454545454,11.818181818181818,6392.272727272727,7.7272727272727275,0.09659090909090909
Optimized Parallel attack,0,30,20,↖ North/West,2,0,6.0,4.454545454545454,1.0,5.454545454545454,2.3636363636363638,2.909090909090909,6398.545454545455,1.4545454545454546,0.018181818181818184
Optimized Parallel attack,0,30,20,↖ North/West,2,1,6.0,13.545454545454545,1.0,14.545454545454545,6.545454545454546,13.0,6392.454545454545,7.545454545454546,0.09431818181818183
Optimized Parallel attack,0,30,20,↖ North/West,6,0,6.0,7.181818181818182,1.0,8.181818181818182,3.6363636363636362,5.2727272727272725,6396.363636363636,3.6363636363636362,0.045454545454545456
Optimized Parallel attack,0,30,20,↖ North/West,6,1,7.0,18.363636363636363,1.0,19.363636363636363,5.545454545454546,8.454545454545455,6388.909090909091,11.090909090909092,0.13863636363636364
Optimized Parallel attack,0,30,20,↗ North/East,1,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.5454545454545454,2.6363636363636362,6398.818181818182,1.1818181818181819,0.014772727272727272
Optimized Parallel attack,0,30,20,↗ North/East,1,1,6.0,10.272727272727273,1.0,11.272727272727273,4.909090909090909,10.0,6393.909090909091,6.090909090909091,0.07613636363636364
Optimized Parallel attack,0,30,20,↗ North/East,2,0,6.0,4.090909090909091,1.0,5.090909090909091,2.727272727272727,2.909090909090909,6398.636363636364,1.3636363636363635,0.017045454545454544
Optimized Parallel attack,0,30,20,↗ North/East,2,1,6.0,12.909090909090908,1.0,13.909090909090908,5.909090909090909,12.636363636363637,6392.272727272727,7.7272727272727275,0.09659090909090909
Optimized Parallel attack,0,30,20,↗ North/East,6,0,6.2727272727272725,8.727272727272727,1.0,9.727272727272727,3.6363636363636362,5.0,6395.090909090909,4.909090909090909,0.06136363636363637
Optimized Parallel attack,0,30,20,↗ North/East,6,1,6.454545454545454,17.818181818181817,1.0909090909090908,18.90909090909091,5.909090909090909,9.090909090909092,6388.909090909091,11.090909090909092,0.13863636363636364
Optimized Parallel attack,0,30,20,↘ South/East,1,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.727272727272727,2.8181818181818183,6398.909090909091,1.0909090909090908,0.01363636363636364
Optimized Parallel attack,0,30,20,↘ South/East,1,1,6.0,13.181818181818182,1.0,14.181818181818182,6.090909090909091,12.727272727272727,6392.181818181818,7.818181818181818,0.09772727272727272
Optimized Parallel attack,0,30,20,↘ South/East,2,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.4545454545454546,2.5454545454545454,6398.727272727273,1.2727272727272727,0.01590909090909091
Optimized Parallel attack,0,30,20,↘ South/East,2,1,6.0,12.545454545454545,1.0,13.545454545454545,5.545454545454546,12.363636363636363,6392.0,8.0,0.1
Optimized Parallel attack,0,30,20,↘ South/East,6,0,6.0,8.454545454545455,1.0,9.454545454545455,4.181818181818182,6.090909090909091,6395.909090909091,4.090909090909091,0.05113636363636364
Optimized Parallel attack,0,30,20,↘ South/East,6,1,6.181818181818182,13.636363636363637,1.0,14.636363636363637,5.181818181818182,8.545454545454545,6391.454545454545,8.545454545454545,0.10681818181818183
Optimized Parallel attack,0,30,20,↙ South/West,1,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.909090909090909,3.0,6398.909090909091,1.0909090909090908,0.01363636363636364
Optimized Parallel attack,0,30,20,↙ South/West,1,1,6.0,11.909090909090908,1.0,12.909090909090908,5.818181818181818,11.727272727272727,6393.090909090909,6.909090909090909,0.08636363636363636
